Source.Name,Archive_Date,Specialty_HIPE,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total,Speciality_Name
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,3-6 Months,1,Cardiology
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,6-9 Months,1,Cardiology
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,6-9 Months,1,Cardiology
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,0-3 Months,1,Cardiology
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,3-6 Months,1,Cardiology
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,3-6 Months,1,Cardiology
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,6-9 Months,1,Cardiology
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,12-15 Months,1,Cardiology
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,0-3 Months,1,Cardiology
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,3-6 Months,1,Cardiology
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,12-15 Months,1,Cardiology
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,6-9 Months,1,Cardiology
IN_WL 2018.csv,2018-09-30,100,Day Case,Adult,65+,12-15 Months,1,Cardiology
IN_WL 2018.csv,2018-10-31,100,Day Case,Adult,65+,6-9 Months,1,Cardiology
IN_WL 2018.csv,2018-10-31,100,Day Case,Adult,65+,9-12 Months,1,Cardiology
IN_WL 2018.csv,2018-10-31,100,Day Case,Adult,65+,9-12 Months,1,Cardiology
IN_WL 2018.csv,2018-10-31,100,Day Case,Adult,65+,3-6 Months,1,Cardiology
IN_WL 2018.csv,2018-10-31,100,Day Case,Adult,65+,6-9 Months,1,Cardiology
IN_WL 2018.csv,2018-10-31,100,Day Case,Adult,65+,3-6 Months,1,Cardiology
IN_WL 2018.csv,2018-10-31,100,Day Case,Adult,65+,12-15 Months,1,Cardiology
IN_WL 2018.csv,2018-11-30,100,Day Case,Adult,65+,6-9 Months,1,Cardiology
IN_WL 2018.csv,2018-11-30,100,Day Case,Adult,65+,12-15 Months,1,Cardiology
IN_WL 2018.csv,2018-11-30,100,Day Case,Adult,65+,9-12 Months,1,Cardiology
IN_WL 2018.csv,2018-11-30,100,Day Case,Adult,65+,9-12 Months,1,Cardiology
IN_WL 2018.csv,2018-11-30,100,Day Case,Adult,65+,3-6 Months,1,Cardiology
IN_WL 2018.csv,2018-11-30,100,Day Case,Adult,65+,9-12 Months,1,Cardiology
IN_WL 2018.csv,2018-11-30,100,Day Case,Adult,65+,15-18 Months,1,Cardiology
IN_WL 2018.csv,2018-12-31,100,Day Case,Adult,65+,12-15 Months,1,Cardiology
IN_WL 2018.csv,2018-12-31,100,Day Case,Adult,65+,15-18 Months,1,Cardiology
IN_WL 2018.csv,2018-12-31,100,Day Case,Adult,65+,0-3 Months,1,Cardiology
IN_WL 2018.csv,2018-12-31,100,Day Case,Adult,65+,3-6 Months,1,Cardiology
IN_WL 2018.csv,2018-12-31,100,Day Case,Adult,65+,9-12 Months,1,Cardiology
IN_WL 2018.csv,2018-12-31,100,Day Case,Adult,65+,6-9 Months,1,Cardiology
IN_WL 2018.csv,2018-12-31,100,Day Case,Adult,65+,3-6 Months,1,Cardiology
IN_WL 2018.csv,2018-12-31,100,Day Case,Adult,65+,9-12 Months,1,Cardiology
IN_WL 2018.csv,2018-01-31,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-01-31,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-01-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-01-31,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-01-31,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-01-31,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-01-31,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,18+ Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-02-28,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-03-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-03-31,700,Day Case,Adult,65+,12-15 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-03-31,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-03-31,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-03-31,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-03-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-03-31,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-03-31,700,Day Case,Adult,65+,12-15 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-03-31,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-04-30,700,Day Case,Adult,65+,18+ Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-04-30,700,Day Case,Adult,65+,12-15 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-04-30,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-04-30,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-04-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-04-30,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-04-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-04-30,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-04-30,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-04-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-04-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-04-30,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-05-31,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-05-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-05-31,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-05-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-05-31,700,Day Case,Adult,65+,12-15 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-05-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-05-31,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-05-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-05-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-06-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-06-30,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-06-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-06-30,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-06-30,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-06-30,700,Day Case,Adult,65+,12-15 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-06-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-06-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-07-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-07-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-07-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-07-31,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-07-31,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-07-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-07-31,700,Day Case,Adult,65+,12-15 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-07-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-07-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-08-31,700,Day Case,Adult,65+,15-18 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-08-31,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-08-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-08-31,700,Day Case,Adult,65+,12-15 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-08-31,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-09-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-09-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-09-30,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-09-30,700,Day Case,Adult,65+,15-18 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-09-30,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-09-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-09-30,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-10-31,700,Day Case,Adult,65+,18+ Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-10-31,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-10-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-10-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-10-31,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-10-31,700,Day Case,Adult,65+,15-18 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-10-31,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-10-31,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-10-31,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-11-30,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-11-30,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-11-30,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-11-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-11-30,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-11-30,700,Day Case,Adult,65+,18+ Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-11-30,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-11-30,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-11-30,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-11-30,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-11-30,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-12-31,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-12-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-12-31,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-12-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-12-31,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-12-31,700,Day Case,Adult,65+,9-12 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-12-31,700,Day Case,Adult,65+,18+ Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-12-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-12-31,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-12-31,700,Day Case,Adult,65+,0-3 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-12-31,700,Day Case,Adult,65+,3-6 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-12-31,700,Day Case,Adult,65+,6-9 Months,1,Gastro-Enterology
IN_WL 2018.csv,2018-01-31,300,Day Case,Adult,65+,12-15 Months,1,Dermatology
IN_WL 2018.csv,2018-01-31,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-01-31,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-01-31,300,Day Case,Adult,65+,12-15 Months,1,Dermatology
IN_WL 2018.csv,2018-01-31,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-01-31,300,Day Case,Adult,65+,9-12 Months,1,Dermatology
IN_WL 2018.csv,2018-02-28,300,Day Case,Adult,65+,12-15 Months,1,Dermatology
IN_WL 2018.csv,2018-02-28,300,Day Case,Adult,65+,12-15 Months,1,Dermatology
IN_WL 2018.csv,2018-02-28,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-02-28,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-02-28,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-03-31,300,Day Case,Adult,65+,18+ Months,1,Dermatology
IN_WL 2018.csv,2018-03-31,300,Day Case,Adult,65+,12-15 Months,1,Dermatology
IN_WL 2018.csv,2018-03-31,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-03-31,300,Day Case,Adult,65+,9-12 Months,1,Dermatology
IN_WL 2018.csv,2018-04-30,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-04-30,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-04-30,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-04-30,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-04-30,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-04-30,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-04-30,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-05-31,300,Day Case,Adult,65+,15-18 Months,1,Dermatology
IN_WL 2018.csv,2018-05-31,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-05-31,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-05-31,300,Day Case,Adult,65+,9-12 Months,1,Dermatology
IN_WL 2018.csv,2018-05-31,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-06-30,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-06-30,300,Day Case,Adult,65+,12-15 Months,1,Dermatology
IN_WL 2018.csv,2018-06-30,300,Day Case,Adult,65+,9-12 Months,1,Dermatology
IN_WL 2018.csv,2018-06-30,300,Day Case,Adult,65+,12-15 Months,1,Dermatology
IN_WL 2018.csv,2018-07-31,300,Day Case,Adult,65+,15-18 Months,1,Dermatology
IN_WL 2018.csv,2018-07-31,300,Day Case,Adult,65+,9-12 Months,1,Dermatology
IN_WL 2018.csv,2018-07-31,300,Day Case,Adult,65+,9-12 Months,1,Dermatology
IN_WL 2018.csv,2018-07-31,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-07-31,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-08-31,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-08-31,300,Day Case,Adult,65+,12-15 Months,1,Dermatology
IN_WL 2018.csv,2018-08-31,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-08-31,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-09-30,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-09-30,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-09-30,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-09-30,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-09-30,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-09-30,300,Day Case,Adult,65+,12-15 Months,1,Dermatology
IN_WL 2018.csv,2018-10-31,300,Day Case,Adult,65+,12-15 Months,1,Dermatology
IN_WL 2018.csv,2018-10-31,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-10-31,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-10-31,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-10-31,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-10-31,300,Day Case,Adult,65+,12-15 Months,1,Dermatology
IN_WL 2018.csv,2018-10-31,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-10-31,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-10-31,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,15-18 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,9-12 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,15-18 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,9-12 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-11-30,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,15-18 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,9-12 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,15-18 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,0-3 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,3-6 Months,1,Dermatology
IN_WL 2018.csv,2018-12-31,300,Day Case,Adult,65+,6-9 Months,1,Dermatology
IN_WL 2018.csv,2018-01-31,8003,Day Case,Adult,65+,0-3 Months,1,Pain Relief
IN_WL 2018.csv,2018-01-31,8003,Day Case,Adult,65+,3-6 Months,1,Pain Relief
IN_WL 2018.csv,2018-01-31,8003,Day Case,Adult,65+,12-15 Months,1,Pain Relief
IN_WL 2018.csv,2018-01-31,8003,Day Case,Adult,65+,6-9 Months,1,Pain Relief
IN_WL 2018.csv,2018-01-31,8003,Day Case,Adult,65+,9-12 Months,1,Pain Relief
IN_WL 2018.csv,2018-01-31,8003,Day Case,Adult,65+,0-3 Months,1,Pain Relief
IN_WL 2018.csv,2018-01-31,8003,Day Case,Adult,65+,0-3 Months,1,Pain Relief
IN_WL 2018.csv,2018-01-31,8003,Day Case,Adult,65+,18+ Months,1,Pain Relief
IN_WL 2018.csv,2018-01-31,8003,Day Case,Adult,65+,9-12 Months,1,Pain Relief
IN_WL 2018.csv,2018-02-28,8003,Day Case,Adult,65+,3-6 Months,1,Pain Relief
IN_WL 2018.csv,2018-02-28,8003,Day Case,Adult,65+,12-15 Months,1,Pain Relief
IN_WL 2018.csv,2018-02-28,8003,Day Case,Adult,65+,6-9 Months,1,Pain Relief
IN_WL 2018.csv,2018-02-28,8003,Day Case,Adult,65+,12-15 Months,1,Pain Relief
IN_WL 2018.csv,2018-02-28,8003,Day Case,Adult,65+,15-18 Months,1,Pain Relief
IN_WL 2018.csv,2018-02-28,8003,Day Case,Adult,65+,3-6 Months,1,Pain Relief
IN_WL 2018.csv,2018-02-28,8003,Day Case,Adult,65+,18+ Months,1,Pain Relief
IN_WL 2018.csv,2018-02-28,8003,Day Case,Adult,65+,9-12 Months,1,Pain Relief
IN_WL 2018.csv,2018-03-31,8003,Day Case,Adult,65+,6-9 Months,1,Pain Relief
IN_WL 2018.csv,2018-03-31,8003,Day Case,Adult,65+,12-15 Months,1,Pain Relief
IN_WL 2018.csv,2018-03-31,8003,Day Case,Adult,65+,12-15 Months,1,Pain Relief
IN_WL 2018.csv,2018-03-31,8003,Day Case,Adult,65+,15-18 Months,1,Pain Relief
IN_WL 2018.csv,2018-03-31,8003,Day Case,Adult,65+,0-3 Months,1,Pain Relief
IN_WL 2018.csv,2018-03-31,8003,Day Case,Adult,65+,15-18 Months,1,Pain Relief
IN_WL 2018.csv,2018-03-31,8003,Day Case,Adult,65+,15-18 Months,1,Pain Relief
IN_WL 2018.csv,2018-04-30,8003,Day Case,Adult,65+,0-3 Months,1,Pain Relief
IN_WL 2018.csv,2018-04-30,8003,Day Case,Adult,65+,6-9 Months,1,Pain Relief
IN_WL 2018.csv,2018-04-30,8003,Day Case,Adult,65+,12-15 Months,1,Pain Relief
IN_WL 2018.csv,2018-04-30,8003,Day Case,Adult,65+,18+ Months,1,Pain Relief
IN_WL 2018.csv,2018-04-30,8003,Day Case,Adult,65+,0-3 Months,1,Pain Relief
IN_WL 2018.csv,2018-05-31,8003,Day Case,Adult,65+,6-9 Months,1,Pain Relief
IN_WL 2018.csv,2018-05-31,8003,Day Case,Adult,65+,15-18 Months,1,Pain Relief
IN_WL 2018.csv,2018-05-31,8003,Day Case,Adult,65+,18+ Months,1,Pain Relief
IN_WL 2018.csv,2018-05-31,8003,Day Case,Adult,65+,3-6 Months,1,Pain Relief
IN_WL 2018.csv,2018-05-31,8003,Day Case,Adult,65+,15-18 Months,1,Pain Relief
IN_WL 2018.csv,2018-05-31,8003,Day Case,Adult,65+,0-3 Months,1,Pain Relief
IN_WL 2018.csv,2018-05-31,8003,Day Case,Adult,65+,18+ Months,1,Pain Relief
IN_WL 2018.csv,2018-06-30,8003,Day Case,Adult,65+,0-3 Months,1,Pain Relief
IN_WL 2018.csv,2018-06-30,8003,Day Case,Adult,65+,9-12 Months,1,Pain Relief
IN_WL 2018.csv,2018-06-30,8003,Day Case,Adult,65+,18+ Months,1,Pain Relief
IN_WL 2018.csv,2018-06-30,8003,Day Case,Adult,65+,12-15 Months,1,Pain Relief
IN_WL 2018.csv,2018-06-30,8003,Day Case,Adult,65+,9-12 Months,1,Pain Relief
IN_WL 2018.csv,2018-06-30,8003,Day Case,Adult,65+,18+ Months,1,Pain Relief
IN_WL 2018.csv,2018-07-31,8003,Day Case,Adult,65+,9-12 Months,1,Pain Relief
IN_WL 2018.csv,2018-07-31,8003,Day Case,Adult,65+,18+ Months,1,Pain Relief
IN_WL 2018.csv,2018-07-31,8003,Day Case,Adult,65+,15-18 Months,1,Pain Relief
IN_WL 2018.csv,2018-07-31,8003,Day Case,Adult,65+,18+ Months,1,Pain Relief
IN_WL 2018.csv,2018-08-31,8003,Day Case,Adult,65+,6-9 Months,1,Pain Relief
IN_WL 2018.csv,2018-08-31,8003,Day Case,Adult,65+,18+ Months,1,Pain Relief
IN_WL 2018.csv,2018-08-31,8003,Day Case,Adult,65+,6-9 Months,1,Pain Relief
